zotero_link|creator
GEH9JFT5|Shmuelevitz
94TE6TS8|Twitchett_Mote_Struve
NGWQMJZI|Veinstein
R4N69JEU|Peterson
UVHRZM75|Peterson
KVCRSC6R|Peterson_Peterson
3KNP4HM5|Peterson_Dennerline
FV7I9UC3|Keightley
U8GCI3B6|Peterson_Spence
B6UTWJAS|Peterson_Zelin
Z8E9L3ZA|Peterson_Woodside
GDKJJE3J|Ellyson
32QN4A9K|Wernke
BIHZL77R|Kohler_Bird_Wolpert
9AH3EFTX|Faroqhi
U8IZXEX9|Fairbank_Kuhn
QFSE6LJ7|Fairbank_Liu_Gasster
PPXC7H29|Ching
VE7K9MZD|Feng
C63L9KR2|Twitchett_Loewe_Bodde
5B6Z4CPG|Shaw
I8EHIYFQ|Feng
3U8CIV3P|Schweighofer_Schweitzer_Garcia
X3ZG767E|Sharkey
SXDSQRL4|Twitchett_Smith_Davis
2N2NDZ3K|Twitchett_Smith_Davis
J3S38PWK|Twitchett_Smith_Davis
MF3SXX46|Twitchett_Smith_Ai
HMKTJYAD|Twitchett_Smith_Jing-shen
VZ8X5KXG|Mazower
JA7LFWLW|NO_CREATOR
HPU6DB6J|Graff
HW54FBRV|Keightley
JE8T7HSM|Gross_Harner
F9JZ3MXK|McBrien
JJPHTENZ|Reardon
T6ZUA5NE|Petrarch_Musto_Cosenza
FKGFHSPX|Zhang
WBVMUJER|Yurganova
EIR5PT76|Shih
DQFFPKWE|Feinman
G2U9PLMF|Hirth
WNFMPUEV|Tiburcio
Q63B6JAV|Wang
88JE5FJN|Atwood_Jülch
HT89A2HW|Yurganova
GR2AX9GE|Newman
5ZGR523I|Mullins_et_al
GTTJR49K|Abisaab
TCRKGQWA|Crate
VBHVZWA8|Yurganova
NGJWXH28|Ertyukova
H4DVZ846|Beaulieu
7ZRSTHB8|Wright
HWP32JGP|Strootman
63Q6DIUB|Strootman
6JRJFPBT|Potts
PQUBXDWZ|Kosmin
PWHQU7FF|Bremmer
Q57PWK2M|Strootman
IFD7TQ42|Hannestad_Potts
TT94VT9U|De_Jong
WAUNNQFQ|Pontzen
PC3CWPUG|Edgerton
58XMRGDG|Cho
IVRCKZV9|Peel
JICNLXXT|Doyle
V6EUEQ4J|Meijer
SIHRH4EI|Burns
RGX7INWP|Deliyannis
AACYFDFD|Herrin
5A2JEDJU|Hodgkin
KRDQZA3D|Davis
9D3IXNLL|Noble
K826CWK9|Musto
4W5D4UMM|Balzar_Skoggard
A5T44RZZ|Zapata_Rodríguez
VXNBCSN2|Livy_et_al
L3CESY6P|Kelly_Walsh
WC9C68D3|Jing
C9T3CM3H|Brown
JGV322T3|Matthews
D88VDGWW|De_Caro
5WUE3IE5|D'Altroy
VV7AQ6GV|Bin_Yusuf_Agyare
BBI5W7J4|Aperghis
BE9CEV3J|Kreidl_Choksy
GVCS42HZ|Steele
6UHVHQUH|Gauther
JZ69YFFV|Brown
VFFFMQW5|Liliuokalani_Forbes
WFSD4BUU|Malo
3HKA4PMP|Nylan
NSBQEF7K|Silverbatt
QCNQH7TU|McEwan
ZHXKI4AI|Rowe
2XTJHW2N|Gogolev
8VKUMEH9|Cartwright
ACUM7N4G|Torok
GXQT35V7|Brown_Brown
BQV9MMZS|Kitabatake_Varley
42M5JCGR|Urton_Von_Hagen
R3J4DETX|Alkebulan
8JCQ9UDW|McGee
R7548HEN|Kwesi_Adams
9EVN3CVE|Ade_Ajayi
73W3ACE7|King_II_et_al
NPSSQ6SU|Bollig
9X428TWG|Hiltunen_McEwan
I8NLZNLQ|Aston
3UV7BUWI|Aston
3TWLJ223|Brown_Mitsusada_Brown
9AHMZX42|Mcfarland
4F97NHJ6|Kostroun
M7DNPFWS|Garrioch
M2WQJQNR|Bergin
B2WHKEHM|Várhelyi
B5BABMNE|Moede_Rüpke
XK65EEVU|Conrad_C
SKFF4SJP|Shalla
WZAJCSQE|Lott
JK9U4QUR|Hekster_Zair
VQARWTUI|Bradbury
MFWQLSAY|Wagner
3PKVX24A|Schwartz
JMRWEBPG|Brown_Kōjirō_Bock
577AQ2HU|Subtelny_Khalidov
Q5K4AIN4|Amoretti
KBM95D9K|Arbabzadah
9MV3APAP|Binbas
66WX2UAE|Cook
QHLFBQEJ|Shively_McCullough_McCullough
M6BS9D3G|Baldick
PQM3DVV4|Levin_Potapov
2GHX877K|Forsyth
SK68843M|Bumochir
MVC7JPJB|Ėnkhtör_Bemmann_Brosseder
UBW7V6TG|Keyser_et_al
HMFR67PT|Watson
7RICGURH|Garrioch
TR3HHJW2|Perlmutter
DWUH5V3V|Gratton
P9VN6ZXF|Adams
RM7U7FZK|Taylor
3NP6QSZK|Gordon
VRPUIDZB|Jackson
HH5JTIEG|Mallowan
7J68TAHM|Brosius
KGV6HVQ9|Shively_McCullough_Hurst
6R3XAB7G|Levy-Rubin
DB79C3IQ|Joyce_Winter
36RGI9S8|Rist
NHS2FXSC|Wilson
2PMAVKYS|Shively_McCullough_Rizō
VMZ6S9ZB|Gomez
LGDE8ZEE|Yamamura
A3IW2TQ4|Yamamura_Mass
84PTZMDF|El-Hibri
HHDEVM5D|Mieroop
JPVVR6DM|Cole
T4YX78RL|Yamamura_Hall
ANK2W6R4|Hornung
H768VIJJ|Larson_Sisson
ZZ2733XH|Schmieder_Sisson_Larson
9M3U5JJE|Stantchev
ZWECDM3H|Rennie
6ZFK5FKF|Banks
D72DTPQA|Hall_Naohiro_Susser
AIQPWEWE|Champagne_Boustan
2R5FB6TL|Frédéric_Roth
75IVUSKZ|Bennison
863IVFQC|Isbell_Young-Sanchez
VBKPHAPI|Giersz_Makowski
F7EE996V|Schreiber
B2EZ7HDD|Cook
SSPRNRXH|Sirry
NJV6BP5H|Zaman
UZJ5W67Q|Mottahedeh
WZNLSZ2R|Bethell_Anna
BDIX49EF|Weitz
9BGSYVW7|Wilkinson
H8LZ5THE|Pickett_Wilkinson
BF9G7AJ6|Robertshaw_Keech_McIntosh
47H7R496|McEwan
ZNCR3XRZ|Flannery_Marcus
X6V5WSFI|Winter
B6U6AMT4|Hunt
WH56CRIV|Urcid
9DICU5R3|Thorbecke_Charumilind
H5QTMX2B|Sauer
KDQE2BZ9|Kradin
3WXJW9QS|Kyzlosov
CB6UC45W|Strayer
V428ZAU3|Gethin_Martínez-Toledano_Piketty
5XBGPFIW|Levtzion
BGF63LNS|Knecht
ER8WJIFD|Holloway
8EBEDXA9|Thevet
WXYWBQYK|Baumgartner_Duke_University_Press
IX68CHRE|Knecht_Internet_Archive
NK33PZYK|Knecht
R49462KT|Knecht
7C4LTZGT|Knecht
GPPP7JLA|Kleinman
R9QSTBI8|Dunlop
FTL6B6UY|Antoine
8W9DPQDQ|Hardman
JNSS79L6|Cojocaru
CM336BF3|Mookerji
GCGBPGRT|Dikshitar
IBLILLPC|Whaley
6E5QPC6P|Oppong_Oppong
F4NC563H|Miller
VJ8JF4TU|Perrie
3H7CSFH9|Lieven
H3WQ6UZT|Stirling
2RR7HPVJ|Suny
GHBNHJJX|Whaley
DT569WMM|Whaley
4WNAUJFZ|Whaley
QQ77TV4K|Fichtner
7JUBB7HL|Walter
XD7ZTGMP|Kradin
N77JAM6S|Hawting
ER2IP9UW|Gundara
8QC56ACW|Donner
5VK835AD|Marsham
RSJ4RVJ2|Sked
D6VMJ7VJ|Pongratz-Leisten_et_al
QEDS4F9W|Pongratz-Leisten
MINT65BR|Bedford_Morris_Scheidel
KH64DMPH|Potter_Kasdon_Rayson
CSSE5WCI|NO_CREATOR
LETP42TH|NO_CREATOR
7L5KZ549|Hommon
ZB5BTC2L|Inglehart
462FAIUN|Zaia
KXGRVJTV|Kepler
RTFIAE6S|Borrut_Donner
2IE2PYAF|Lipset
3ZVL7VTD|Fornander_Stokes
88BDAFJW|Bagchi
VPC52LKN|Drennan
GYBML3KM|Berrey_Drennan_Peterson
VTB64AC2|Shryock_Smail
URUNUWTJ|Moore_et_al
K9CZZJT6|Goodwin.__J
URSN7D8X|Lapidus,_M
RG2ZCSUG|Levin
N7SD3X79|Levin
DBURFN6A|Wasserman-Soler
BADMWHLW|Grousset_Walford
9MQ9KNTH|Peckham
V3SWUVZ3|LEVINE_MELAMMED
XBAR6MAV|Oyuela-Caycedo
9MT4WFJJ|Hudson
26S6WDDP|Giraldo
7GXHG99G|Oyuela-Caycedo
C8GHCGKJ|Morrow
8KIE2QI8|Hays_Crouch_Tiemeyer
GT83LG2S|Acquah_De-Graft
I7M2WLZC|Bazilevsky
K2ECIPX6|Corbett
IK86GN8Y|Köster_Raphael_et_al
JBX3KBVU|Elasi_Hrbek
6KH4Q66T|Christian
TSN828BN|Lopes_Don
854TD597|Chazan
73XPEMBW|Silverman_Owusu-Ansah
4JEQEVXM|Anguandah
8YSKKLC3|Foa_Mounk
G5SAMTQ3|Howe
FNWJVJKN|Mărcău
V7TMHKDQ|Moloney_Krislov
GN84DT8T|Neal
W4T9WYVB|Ortmans_et_al
FKT2S86M|Rustow
Q3M64DXC|Palmer
78B3MAM2|Turchin_Hoyer
3CD7EV5H|Viveiros_de_Castro
HG2GFFZH|Descola
NCQYSXW2|Baqaee_Farhi_National_Bureau_of_Economic_Research
6MQUZCBK|Covey_et_al
8VC5ZBN9|Béslise
NFKCCC8X|Bauer
XM4AQD7K|Champagne_et_al
JIIDMRHE|Rist
6SISRVYF|Morby
39BZ6H6Q|Béslise
RABEW5XN|Davis
E2DQ3TAR|Favereau
CMA28K4I|Howorth
7JJTRCWG|Graff
AKNJNXWG|Boatwright_Gargola_Talbert
CVIQZD7C|Jensen
75NBEBDW|Pringle
DAM9MCFQ|Sutlive_Beierle
UCWP6S4F|Sandin
W3ETNCU2|McIntosh_McIntosh
CR5TFWWS|Pfieffer
FBPW8S6G|Vandorpe
RR8HNKVH|Adler
G8BQ5GYM|Sheafer_Shenhav
PDFYWFJF|Shin
2WXUXN79|Turchin
GAUSJ6TS|Turchin
97KYUFXD|Turchin_Korotayev
RH4Q6976|Turchin_Korotayev
B9AQZ4RJ|Southern
4K2XF9MN|Holbl
IX85MW6A|Naphtali
6W5M4TCP|Glomb
VMCS8T9C|Baines
RVZXCCR6|Wellendorf
BRP2EX58|Manning
ZZRN4RDR|Fairbanks
8UUZNR4E|Ekelund_Jr._Tollison
GSNPXAIV|Olivier
KNWEC6MJ|Moyer
6U58ZGDK|Manning
HVUJQJCJ|García_Garagarza
8NZ5DPEN|López_Austin_López_Luján
22QVUKFF|Overholtzer
KFTBHRCE|Allon
W3PNEUBJ|Smith
BKJ5QV7T|Kawai
XTZDCKX4|Rashīd_al-Dīn_Ṭabīb_Boyle
93NS92SN|Chauveau
2FQQGFDK|Waraska_Baines
223JJMM6|Wilkosz
X94H5ABH|Gómez
6ICDTQLE|Kirkwood
IR2MEKB3|NO_CREATOR
BB6XJ9D8|HUNWICK_O
QSENKW96|Brumfiel
FUKFR9MV|Joyce
XXCDQ9TI|Reddish_et_al
CE2JGSD8|Levine_et_al
2T52XJZJ|Cheal
SGGCRN5E|Bethell_Bazant
DABD2XP5|Reeves
DAFE2ZRN|Reader
N6USBVL9|Bethell_Katz
5WIIDVRJ|Martin_Grube
847B7EEW|Bethell_Womack_Jr
ZKQ4JVER|Berend_Urbanczyk_Wiszewski
PC8RWQT5|Luisella
PR6DMARG|Myśliwiec
2DW8SDF8|Lloyd
MWD4DAWD|Bethell_Meyer
85IU2VGY|Bethell_Knight
F6BVX5X6|Bethell_Smith
HNHVMVCC|Kemp
AXCH8U5V|Hutchinson
EI8SESIG|Teeter
YENSEM9S|Edmonds-Poli_Shirk
L9YZMGA6|Rozier_Morby_Rozier
IV44KZMS|Goossaert_et_al
JW2TSU5X|Golitko_et_al
6IL4XBQN|Harari
LD7GD7F4|Koyama_Rubin
K4VSS272|Thornton
DEBKFQ7H|Saraiva_et_al
QT4SB6QS|Ma
3KNB8WPW|Whaley
NF54ISJM|Comyn
DZ3WSLMX|Whaley
ICQYB265|Reuter_Müller-Mertens
EPAI89ZP|Lo
NWXJXPXD|Kaijian
MPX26NIN|McMahon
DU74YSZV|Service
AIFCWP99|Service_Sahlins
IKJABUYE|Service
A3PMP8JT|Boyd_Richerson
VPK2R9QZ|Powers_Lehmann
CB3F55TD|Kennett_et_al
JFZXH7PI|Brown
QSG2227N|Johannesson
RXUXJ2KP|Gunnar
JTK7ZT27|Jakobsson
AC32UBRB|Baines_Frood
U234SIMW|Zhang
952TGMR9|Byock
JFJ6TW6M|Po-chia_Hsia_Po-chia_Hsia
4G4VPVNG|Jakobsson
2THFRG68|Durrenberger
D6R2GD4G|Freeman
N72CVKDI|Krämer
AS6CCGS9|Berger
S53AGBAX|Mitchell
D4DRTIGW|Tetens
FC22QFU9|Wang_Assandri_Martins
UX8R24J5|Diettrich
TS93PVRQ|Goodenough_Sugita
ZRTDDUFI|Crawford_Crawford
9RC9JSM7|Xiong_Hammond
4IPN4QXF|Hammond_Xiong
QIVQN2PT|Chün-fang_Twitchett_Mote
XHC2CMR6|Flinn
W4SEK8D9|Luscombe_Riley-Smith_Vollrath
88VWDYMX|Pánek_Tuma
6LDVQ46J|Luscombe_Riley-Smith_Arnold
58ST3XXE|Downey_Sean_S._Haas_W._Randall_Shennan_Stephen_J.
ZDMADGA6|Atwood
Q9FG6AXS|Sundermann
87DD7HPT|Clark
DHEQEMIX|Colditz
D9VN8THV|Jones
4J68K5IJ|Mcintosh
EBYKMMY6|Jones_Hlaváček
ETR58U6M|Allmand_Scott
3EDJWFDN|Houle_et_al
ZGBZIIHH|Stewart
CVL4Y98D|Cederman_Gleditsch_Buhaug
SA9JGE3L|Besley_Persson
72KAXY2G|Alesina_Michalopoulos_Papaioannou
7MH4EZ3E|Gavrilets_et_al
KGKMGK5L|Alvaredo_et_al
KPHNZGTT|Kitigawa
EZX7TWM5|Nejatie
4IHIF4N4|Chao
3WEZNEJJ|Hanifi
UCQ8ECUU|Chu
E8BCCAZZ|Taylor_Twitchett_Mote
Q7PC3JB7|Kitigawa
G4ACW2ZM|Hori
G3VVATGD|Zhang
32AJKXRP|Jelavich
6V2P9D22|Barker_Barker
SLH68UJ2|Barker_Barker
L6N7LE6C|Barker_Barker
G44F4Q4C|Barker_Barker
9ILPJVS7|Barker_Barker
UVQGIXCJ|Barker_Barker
SJNT96WS|Fu
4M48NHL6|Kershaw
IBR9ZSDU|Rozier_Morby_Rozier
I4WNN4VA|Melville_et_al
ZRJ67JBK|Homerin,_Th
M4IAWTLA|Melville_et_al
5A42INT8|Choudhury
B42N7LEC|Melville_et_al
35ZH8IHU|Beckman
4T4FHM3I|Beckman
QJ9J6WHG|Collins
53S7DKVT|Bryce
P9RSHZKQ|Lewis
8ZNEULS5|Rozier_Morby_Rozier
3XPDLEZM|Bryce
S5E47EQX|Shillington
EDL8HFSH|Bryce
2IQ9U7UI|Doyle_Shillington
6K2UKW85|Garcin_Niane
S5BVK8AP|Alshech
Z8ZW9T49|Lev
WTBEA98Q|Arad_Conermann
ECM59679|Hori
VRQCT8UW|Ellwood_Pilgrim
JJKT2XAC|Earhart
7M7UPH8U|Rozier_Morby_Rozier
MDKC29S6|DeBlasi_Xiong_Hammond
VYU5NGFZ|Atkinson
VBI8ZJ9T|Douglas_et_al
V984DW4T|Douglas_Sutton_Cichocka
VJ432DSG|Sternisko_Cichocka_Van_Bavel
EZAQ7CDH|Liu
MR5XGHSC|Xu_Chen_Xu
8NDDJZN3|Shaw_Shaw_Shaw
NQC4P63S|LaViolette_Wynne-Jones
XFZRJ8DB|Beaujard
DRSXZXFU|Zürcher
AT25ZE62|Öztürk
R8J46Z26|Onon
SA2N7VB5|Wallace
X7FRVGSJ|Foltz_Jianyi
R97VGFTZ|Smith_Xiong_Hammond
GAYCY92U|Townsend
273QR89F|Xuliang
G3KNDFMS|Shillington
7VIZNR59|Sturdy_et_al
DKNBHSAH|Raugh_Jr
WREKKNS8|McCaskie
L2D5SHNN|Foster
BPDJMJIB|Zahid_H._Jabran_Robinson_Erick_Kelly_Robert_L.
26ZTFGDW|Xiong_Xiong_Hammond
VW7M5BNN|Aidoo
7SF4U9PA|Assandri
U4KNYJRB|Rozier_Morby_Rozier
RD73Q2NC|Susanti
NZFWJ7BW|Colless
CT7WZZNV|Miksic_Goh
6X4626J8|Hefner
CX4CJ3W5|Hunt
7C8TWHGT|Feros
MUQ5K47F|Tang
X9AFKUX7|Lynch_Internet_Archive
4GZ3U9RC|Coedes
FWNHV2PZ|Campo
2S5I44XU|Ray
BXP4RJ23|Eaton_Gilmartin_Lawrence
RGXV84RZ|Waleed_Green
G8VG3TB9|Banuazizi_Weiner
AEA6PQ58|Fazel
I5NICFFD|Bridges_Dalziel_MacKenzie
UNWWZEAS|Champakalakshmi
VGV938CA|Sinopoli
55UPC2ST|Talbot
MTUQI5NA|Shivarudraswamy
WJHL4W3M|Lustick_et_al
XMX36Z7M|Bagchi_Nilakanta_Sastri
5AXDPMXJ|Dikshitar
ATSZ6QBU|Copland_et_al
PDWUF36J|Nilakanta_Sastri_Nilakanta_Sastri
VBIURG65|Deal
VCU2B4QM|Thapar
BJDSSQGP|Upshur_et_al
USXTQFKH|Carson
GV59XWC3|Barrow
5FDFQIWT|Takaeshi
25XBMGUB|Carson_Bauman,_Roberts
A28ATT22|Irons_Irons
CNGW9QQF|Sanderson
592GIDRV|Rozier_Morby_Rozier
ZCKW2Q23|Sharrok
EZQ9EUIU|Sharrok_Klokke_Degroot
E8TII8Z4|Swenson_Boddy_Lambek
7RP3IRVR|Hardacre
JZJRZAT8|Robinson
N3WQ53HQ|Shinte_Walimbe_Schug
HEJGVVBA|Luscombe_Riley-Smith_Angold
TQJ2CDW6|McIntosh
B45EXUH6|Ahmed
C29II8FU|Kenoyer
QCHBXFR6|Banu
DV3R5U4Q|Green
VUXVSEFT|Giesing_Feodosʹevič_Vydrin
F94ED5GW|Barry_Ogot
MNZFU577|Luscombe_Riley-Smith_Magdalino
SZ3UZZT6|Altekar
ACFI4R9G|Math
DH2FKIBF|Mishra_MacKenzie
SF4WRPAW|Kidder
MI6IWUHA|Assandri_Assandri_Martins
CFEULT5B|Treadgold
UGIIIFKQ|Kaner
NJMPH4DF|Hudson
D4U4C98C|Hudson
ISCAT3G9|Herrou_Chau
2KKVPDXB|Lagerwey_Kalinowski
VCIMMP2C|Rozier_Morby_Rozier
XQZBXWZJ|Fleet_Kiel
8RK9PAUS|Fleet_Fodor
IDDDFHVZ|Crespigny_Xiong_Hammond
TR7XYPVD|Anderson
DB6QSD4I|Peralta_Bernard
PCBIRVZU|Zhaoguang
IPZEMYVA|Wiessner_Polly_W.
MRT5FDHW|Bujard_Lagerwey_Kalinowski
Z6R49THN|Purzycki_et_al
PBHQQVAB|McLeod
DURXH2XM|De_Crespigny
7EWWEIP8|Bellah
7M3SUUJQ|Bodart-Bailey
WKE76S3C|Gordon
TBYEVH2I|Shaw
IPC7W6JJ|Thomasson
HICWDESD|Sigurdson
9PG7XESI|Hur
TZ3CH4G3|Vésteinsson
HDXKG8ZN|Hyafil_Baumard
VV2M5YLY|Lobo_et_al
PULQI6VS|Ostrowski
HSDVTGPP|Abbott
V95IH76I|Irwin
78IK4EPM|Shaw
UEXE8SEI|Sveinsson
62IIU8CI|Gíslason
YXTNCWJN|Yorke
NCTZWH64|Lee_et_al
55Z6WZEZ|Pei_Zhang
HRTD6F9Q|Pei_Lee_Zhang
GB2KLIAS|Yang_et_al
MWLGHH45|Jones_Mann
7EXTYA7X|White_Pfister_Mauelshagen
5LN4TEJV|Baker_Brookes
H4A8AR5P|Wright
XZT7A79K|Higham
9P2MJSYJ|Hills
3KT9F4WU|Chadwick
S6LL47IG|Wang_Gong_Zhu
GEH35732|Hauser
NBFIAUX8|Neusner
DGMIWEDZ|Boyce
TFP2ZQGD|Ellerbrock
5ETDRZZE|Daryaee
AXUR465Q|Shahbazi
BN6Q3LEY|Bocinsky_Kohler
WB69SQU6|Bray
P9KJ88HE|Moore
A7QQMI8E|Cardoso
2TKDVRGN|Reichel-Dolmatoff
AFV32C2B|Londoño
SRWXD8GA|Lalueza-Fox
22ESRMXE|Nattier
UM6Q5XIZ|Kuwayama_Brancaccio_Behrendt
P2IHD9U3|Roberts_Roberts_Bisson
Z8IDUBPA|Stenton
IGSR3527|NO_CREATOR
KTYTGA3V|House_Canterbury
5JNINHPQ|Fouracre_Hamerow
6EPQBGII|Glaeser
7Q6L256F|Reuter_Keynes
J722PI5D|McConnell_et_al
ZJQXCY7Q|Strandberg_et_al
P6ZXDZ7V|d’Alpoim_Guedes_Jade_A._et_al
TNPA2B3T|Kaplan_et_al
7QGX2MEZ|Clarke_et_al
V8RITY5D|Yorke
6R2QWCIB|Langlands_et_al
DEXKYD28|Higham_Ryan
YGXKHGJ7|Løvschal_et_al
2PIPJRBT|Cantor
QD46K32J|Burnette
4B28F4IZ|Zhang_et_al
CMDQMLUV|Mann_Jones
M24GC5DJ|Boyesen
G226764Z|Bagge
B9QBG7TE|Sawyer_Sawyer
EXGUQVEF|Hamilton
AX52JXZN|Orrman
XTBKFDCI|Prestwich
R7ETKGCE|Abulafia_Carpenter
UEGCQ4JA|Jones_Ormrod
FZTHGBNQ|Jones_Barron
45VGLUI4|Allmand_Powell
JIYGYV86|Allmand_Horrox
TJ932D6A|Stahle_et_al
DJRLKVBT|Black_et_al
3F9BWFE5|Lucero_Gunn_Scarborough
VSFKPYFR|Whallon
XP5Q3KX6|Zhao
3W7UHJUN|Carmody_Barrier
V4D39FFM|Alt_et_al
VG2NHWFW|NO_CREATOR
Y46E5QCH|Jones_Ormrod
WIE6TS8M|Lambert_et_al
4V56P62M|Lambert_et_al
XQGJH96U|Bucholz_Key_Bucholz
TST6JSVQ|Pisor_et_al
7G5GN333|Kohler_et_al
6JQDSKYN|Donnachie
998CRBDJ|Thompson_et_al
5GC33HWL|Graeber_Wengrow
FLKMBGJS|Potts
IB46MR4R|Maddison_Organisation_for_Economic_Co-operation_and_Development
ITHXUYKU|NO_CREATOR
2HTKGM9T|NO_CREATOR
DQ743ERH|NO_CREATOR
PYMZXS4N|NO_CREATOR
QI4L8AA2|NO_CREATOR
5HX5CPPS|Nadeau_Nadeau
SGG5RZ8N|Copp_Nadeau
IVGNITJG|Clart_Nadeau
5GSNSDRT|Meulenbeld_Nadeau
QMGMQBVN|Raz_Nadeau
AW5H8NPI|Smith_Oxford_University
P525KJ33|Chao_Nadeau
3SNZA6FJ|Colquhoun
K77JRGEL|Chambers_Chambers
GUZSL7S2|NO_CREATOR
X2U4ATC3|Esposito
GS9IA95J|Lai_Wu
6Z88VGMV|NO_CREATOR
GTF9V4CG|Porter
HGG2PPQQ|Marshall
RTDR3NCN|Canny
ZXHHX5Z8|Scheidel_Scheidel_Bang
BUIF7ZRL|Porter
ZFFJNZ6J|Brendon
UX8U7LAI|Lu_Chen_Li
27WMXJKD|Hoyer
MZNM92HJ|Fukuyama
SWFV8TJA|Seton-Watson
XGMNA53S|Wolmar
BIBUBQ7X|Segrillo
XD4GZNXS|Елисеева_Грибова
EM4Z9LKA|Brown_Louis
272ZQEIT|Beard
SIB5XSW9|Volo_Volo
K2R2BW5U|NO_CREATOR
FYHTLPM7|NO_CREATOR
XYZ5KY4D|NO_CREATOR
XX2QH6HZ|Romano
VE7EKPTQ|Al-Mad'aj
EVJ5HMM7|Hoyland
WC9GCBCD|Robin_Fisher
YKCJXB2Y|Critchlow
DNTMUYZ9|NO_CREATOR
CG6SJE97|Coelho_et_al
PLFJ75NG|Evans_et_al
DUWG4XAX|United_States._Census_Office._9th_census_Walker_Smithsonian_Libraries
MNYMTVJB|NO_CREATOR
VXB8B3A7|NO_CREATOR
CTHTPICG|Seymour_Insoll
AHQEFPXB|Bureau
A2KG9JYI|NO_CREATOR
4XKUKIQY|Dukes
2VGRPEFT|NO_CREATOR
6BC3RGNB|NO_CREATOR
3PTZX49K|NO_CREATOR
TIAD2NWI|Ojeda-Mata
LCTVVZKH|Beissinger
9DGI8IUD|Ringen_Martin_Jaeggi
BSWKHKAI|Lee_et_al
E53QS7FT|Kohne_et_al
K5LQF76M|Steinbacher_et_al
UWS9ZN34|Cardarelli
SMSU7WA3|NO_CREATOR
8TKZHDUJ|Golob_et_al
57ZGSTKK|Hillgärtner_et_al
SRBKH6ZG|Vermeir_Raeymaekers_Muñoz
4YKJ5ZPU|NO_CREATOR
J6645HQF|Pathik
3ZFP3F7X|Beller_Internet_Archive
8E2PTFU3|NO_CREATOR
FTZE9UAX|Abbott
TRKUBP92|Curtis
URCREW37|Berenger_Simpson
BM8RKXTI|Walsh
5N4KZPW9|Zaroff
PCPSEN7G|NO_CREATOR
RJE9LUE3|Scott
47VQW2IL|NO_CREATOR
4MZYMH3A|Childebayeva_et_al
P5E7MQPF|NO_CREATOR
BN5TQZBW|Judson
XCKEI5T4|NO_CREATOR
7KIJ2E3J|Rothenberg
24CQNHMC|DeSilva_et_al
548NV75G|Mayoral_Ray
4H4HH2NC|NO_CREATOR
2QKQJQM3|Clapham
V3F8CCVA|Inoue_et_al
AU45NQT7|Goldstone
N7RRDQQD|Diamond
XCNR9DYT|Haldon_et_al
J83AHM22|Harper
C96HX7NN|Rives
2PFW6KRY|NO_CREATOR
29D9EQQE|Crook
82GR9JKG|NO_CREATOR
RP5EMKRG|Sigl_et_al
B38V6ZFA|Ahmed_et_al
5KCXG8DC|Hsiang_Meng_Cane
4Z4X7WKS|Cook_et_al
RKABHJGG|NO_CREATOR
V7326WRJ|Smith_et_al
S7CEJFR9|Alsan
VJX4VVAI|Alesina_Giuliano_Nunn
PY49HMDA|Cline
S6VCHQEQ|Grainger
CUPQUYF6|Everitt
5IIFB6KQ|Kamen
CVK6SH6F|Fukuyama
JXB55FF6|Morris
QSIKDQJF|Levitt
ZPBTTGBQ|Motyl
RGRU37D6|McAnany_Yoffee
9K9QCFIF|Middleton
4F7378EF|Yoffee_Cowgill
FN3J7FEH|Ferguson
P3G6UADT|Bardi_Falsini_Perissi
KQE3F2K8|Ponting
5P8YM3JY|Wright
KMS6LI86|Baker
UUVMW6SQ|Stasavage
MPFB3L27|Alvaredo_et_al
ZI6LMYB8|Bhattacharyya_Gabriel_Small
SK8KURRV|Piketty
VSS5JPV7|Thurner_Hanel_Klimek
6RT57V55|Faulseit
QA5P5V9Z|Faulseit_Faulseit
6H85R3M5|Tainter_Faulseit
XHPAZ7JQ|Storey_Storey_Faulseit
YCQEX9XH|Sedig_Faulseit
YU4W6YSA|Meadows_Meadows
2QG6RGKB|Feinman_Nicholas_Faulseit
YL2ER7FL|Chase-Dunn_et_al
UCTSRY2Q|Henrich
W666WMY4|Henrich_Henrich
8DT6B26N|Mesoudi
PQB4UW9L|Johanson_et_al
PR79QKP6|Keyes_Keyes
IXUXMIBJ|NO_CREATOR
W24DWGK4|Alanna
TEW7C4CT|Chularatana
WPGUW8ER|Strathern
NHWCZ5BL|NO_CREATOR
CSTJ5PWJ|Hugh_LeCaine_Agnew_Internet_Archive
8W97BZBH|Hutter_Jacobs_Rollinger
Z325C95F|Fudge
DBHZ2R49|Stanley
G2S9M8F6|Antonín_Miller
GCJGUZZZ|Grant
AEVP6943|NO_CREATOR
5VSH96D6|Ziad
PBN3I6H9|Deweese
AI79XKCM|Soucek
KJSEM6KC|Thorndike
4NAX9KBJ|Pánek_Oldřich
RKFW6M39|Smith
M3QQF7E8|Chularatana
BQFT2V9U|Reynolds
HTKZIFWA|Bunchua
B4NRX6NX|Carey
NNH6RS8E|Ebrey
87H9K47B|SHUFEN
UJBPJFJU|Greene
DBRUGACB|Krstic
FXEI9E3S|LANTI_Ebih_Dermawan
JKGH84GW|Ricklefs
23SNIU38|Parker
UZ2G64IP|Frazee
SDPZ7RTB|Ch'en
ARB5VD3Q|Lin
54YHFAM6|De_Angelis
2QG2628P|Twitchett_Franke_Franke
